0.0198,0.0177,2.19E-02,0.0213,0.0155,-0.0186,0.0082,0.0088,-0.0061,-0.0129,0.8869,0.9506
0.0185,0.0144,0.0212,0.0146,0.0139,-0.0131,0.0078,0.0091,-0.0198,-0.0186,0.5462,0.5581
0.0152,0.0296,0.0171,0.0158,0.014,-0.0177,0.0095,0.01,-0.0108,-0.0126,0.3098,0.3226
0.0162,0.0119,0.0106,0.0139,0.0129,-0.0136,0.0351,0.0097,0.0279,-0.0127,0.1554,0.1722
0.0141,0.0108,0.0132,0.0175,0.0166,-0.0149,0.0324,1.3965,-0.0011,-0.0025,0.006,0.0908
0.017,0.0132,0.0113,0.0175,0.0235,-0.0112,0.0124,0.0132,-0.009,-0.0186,0.005,0.044
-0.0065,-0.0036,-0.0055,-0.0008,-0.0056,-0.0076,-0.0053,-0.0058,-0.0155,-0.0199,0.0213,0.0207
-0.0077,-0.0055,-0.0042,-0.0041,-0.0045,-0.0004,-0.0053,-0.0033,-0.0106,-0.0086,0.0013,0
