MEASUREMENT,CELL_LINE,CONDITION,DILUTION,STIM_DAY,STIM_TIME,STIM_CONCENTRATION,Plate,Date,Concentration,Is_Dose_Response,CL_NUMBER,CL_NAME_ON_PLOT,PURPOSE,INFO,PLOTTING_COLOR,ORDER_NO,baseline_control_value,Concentration_REDUCED,control_mean_MEASUREMENT,Concentration_NORMALIZED,triplicate_mean_per_day
0.0108,204_TRIPLE_KO,UNSTIM,5,1,24,5,1,2022-06-09,30.2088806062754,FALSE,cl204,tKO_EL4,CONTROL,,#37aabd,4,34.5910330399018,-4.38215243362637,3577.0484705548,0,0.000425735262174725
0.118,170_MYD88_KO,UNSTIM,5,1,24,5,1,2022-06-09,330.059991809305,FALSE,cl170,MYD88_KO,CONTROL,,#37aabd,4,34.5910330399018,295.468958769403,3577.0484705548,0.0826013293366349,0.0784569268864851
0.0382,WT_EL4,UNSTIM,5,2,24,5,1,2022-06-09,106.849929551826,FALSE,cl011,WT_EL4,CONTROL,,#E00368,1,19.9527791658733,86.8971503859527,2782.20060892364,0.0312332439678284,0.0338471849865952
0.0587,3E10_GFP,UNSTIM,5,2,24,5,1,2022-06-09,164.190860332256,FALSE,cl028,MyD88-GFP,CONTROL,,salmon,3,19.9527791658733,144.238081166383,2782.20060892364,0.051843163538874,0.0487935656836461
0.0092,204_TRIPLE_KO,UNSTIM,5,2,24,5,1,2022-06-09,25.7334908868272,FALSE,cl204,tKO_EL4,CONTROL,,#37aabd,4,19.9527791658733,5.78071172095393,2782.20060892364,0.00207774798927614,0.000815460232350313
0.1612,170_MYD88_KO,UNSTIM,5,2,24,5,1,2022-06-09,450.895514234407,FALSE,cl170,MYD88_KO,CONTROL,,#37aabd,4,19.9527791658733,430.942735068534,2782.20060892364,0.154892761394102,0.153518766756032
0.1009,WT_EL4,UNSTIM,5,1,24,5,1,2022-06-09,282.229264182703,FALSE,cl011,WT_EL4,CONTROL,,#E00368,1,34.5910330399018,247.638231142801,3577.0484705548,0.0692297667144533,0.0590381858464747
0.2179,3E10_GFP,UNSTIM,5,1,24,5,1,2022-06-09,609.492137417353,FALSE,cl028,MyD88-GFP,CONTROL,,salmon,3,34.5910330399018,574.901104377451,3577.0484705548,0.160719405708328,0.143724749120292
0.014,204_TRIPLE_KO,UNSTIM,5,1,24,5,1,2022-06-09,39.1596600451718,FALSE,cl204,tKO_EL4,CONTROL,,#37aabd,4,34.5910330399018,4.56862700527005,3577.0484705548,0.00127720578652418,0.000425735262174725
0.1101,170_MYD88_KO,UNSTIM,5,1,24,5,1,2022-06-09,307.96275506953,FALSE,cl170,MYD88_KO,CONTROL,,#37aabd,4,34.5910330399018,273.371722029628,3577.0484705548,0.0764238237977323,0.0784569268864851
0.0472,WT_EL4,UNSTIM,5,2,24,5,1,2022-06-09,132.023996723722,FALSE,cl011,WT_EL4,CONTROL,,#E00368,1,19.9527791658733,112.071217557849,2782.20060892364,0.0402815013404826,0.0338471849865952
0.0544,3E10_GFP,UNSTIM,5,2,24,5,1,2022-06-09,152.163250461239,FALSE,cl028,MyD88-GFP,CONTROL,,salmon,3,19.9527791658733,132.210471295366,2782.20060892364,0.0475201072386059,0.0487935656836461
0.0075,204_TRIPLE_KO,UNSTIM,5,2,24,5,1,2022-06-09,20.9783893099135,FALSE,cl204,tKO_EL4,CONTROL,,#37aabd,4,19.9527791658733,1.02561014404021,2782.20060892364,0.000368632707774799,0.000815460232350313
0.1729,170_MYD88_KO,UNSTIM,5,2,24,5,1,2022-06-09,483.621801557872,FALSE,cl170,MYD88_KO,CONTROL,,#37aabd,4,19.9527791658733,463.669022391999,2782.20060892364,0.166655495978552,0.153518766756032
1.4277,WT_EL4,STIM,5,3,24,5,1,2022-06-09,3993.44618903513,FALSE,cl011,WT_EL4,CONTROL,,#E00368,1,34.3113211824363,3959.13486785269,3915.68629265972,1.01109603066886,1
0.0803,WT_EL4,UNSTIM,5,3,24,5,1,2022-06-09,224.608621544807,FALSE,cl011,WT_EL4,CONTROL,,#E00368,1,34.3113211824363,190.297300362371,3915.68629265972,0.0485987094316261,0.048170107388623
0.9001,3E10_GFP,STIM,5,3,24,5,1,2022-06-09,2517.68642904708,FALSE,cl028,MyD88-GFP,CONTROL,,salmon,3,34.3113211824363,2483.37510786465,3915.68629265972,0.63421196752149,0.646117579827131
0.0735,3E10_GFP,UNSTIM,5,3,24,5,1,2022-06-09,205.588215237152,FALSE,cl028,MyD88-GFP,CONTROL,,salmon,3,34.3113211824363,171.276894054716,3915.68629265972,0.0437412196109246,0.0451460818629902
0.0105,204_TRIPLE_KO,STIM,5,3,24,5,1,2022-06-09,29.3697450338789,FALSE,cl204,tKO_EL4,CONTROL,,#37aabd,4,34.3113211824363,-4.9415761485574,3915.68629265972,0,0
0.0091,204_TRIPLE_KO,UNSTIM,5,3,24,5,1,2022-06-09,25.4537790293617,FALSE,cl204,tKO_EL4,CONTROL,,#37aabd,4,34.3113211824363,-8.85754215307458,3915.68629265972,0,0.000754022112690589
0.0712,170_MYD88_KO,STIM,5,3,24,5,1,2022-06-09,199.154842515445,FALSE,cl170,MYD88_KO,CONTROL,,#37aabd,4,34.3113211824363,164.843521333009,3915.68629265972,0.0420982451127462,0.0436221634878682
0.0776,170_MYD88_KO,UNSTIM,5,3,24,5,1,2022-06-09,217.056401393238,FALSE,cl170,MYD88_KO,CONTROL,,#37aabd,4,34.3113211824363,182.745080210802,3915.68629265972,0.0466700002381123,0.0451222706383789
1.4147,WT_EL4,STIM,5,3,24,5,1,2022-06-09,3957.08364756461,FALSE,cl011,WT_EL4,CONTROL,,#E00368,1,34.3113211824363,3922.77232638218,3915.68629265972,1.00180965307046,1
0.0778,WT_EL4,UNSTIM,5,3,24,5,1,2022-06-09,217.615825108169,FALSE,cl011,WT_EL4,CONTROL,,#E00368,1,34.3113211824363,183.304503925733,3915.68629265972,0.0468128675857799,0.048170107388623
0.935,3E10_GFP,STIM,5,3,24,5,1,2022-06-09,2615.30586730255,FALSE,cl028,MyD88-GFP,CONTROL,,salmon,3,34.3113211824363,2580.99454612011,3915.68629265972,0.659142319689502,0.646117579827131
0.0712,3E10_GFP,UNSTIM,5,3,24,5,1,2022-06-09,199.154842515445,FALSE,cl028,MyD88-GFP,CONTROL,,salmon,3,34.3113211824363,164.843521333009,3915.68629265972,0.0420982451127462,0.0451460818629902
0.0116,204_TRIPLE_KO,STIM,5,3,24,5,1,2022-06-09,32.4465754659995,FALSE,cl204,tKO_EL4,CONTROL,,#37aabd,4,34.3113211824363,-1.86474571643675,3915.68629265972,0,0
0.0139,204_TRIPLE_KO,UNSTIM,5,3,24,5,1,2022-06-09,38.8799481877063,FALSE,cl204,tKO_EL4,CONTROL,,#37aabd,4,34.3113211824363,4.56862700527005,3915.68629265972,0.00116675000595281,0.000754022112690589
0.0727,170_MYD88_KO,STIM,5,3,24,5,1,2022-06-09,203.350520377428,FALSE,cl170,MYD88_KO,CONTROL,,#37aabd,4,34.3113211824363,169.039199194992,3915.68629265972,0.0431697502202538,0.0436221634878682
0.0779,170_MYD88_KO,UNSTIM,5,3,24,5,1,2022-06-09,217.895536965635,FALSE,cl170,MYD88_KO,CONTROL,,#37aabd,4,34.3113211824363,183.584215783198,3915.68629265972,0.0468843012596138,0.0451222706383789
1.3941,WT_EL4,STIM,5,3,24,5,1,2022-06-09,3899.46300492672,FALSE,cl011,WT_EL4,CONTROL,,#E00368,1,34.3113211824363,3865.15168374428,3915.68629265972,0.987094316260685,1
0.081,WT_EL4,UNSTIM,5,3,24,5,1,2022-06-09,226.566604547066,FALSE,cl011,WT_EL4,CONTROL,,#E00368,1,34.3113211824363,192.255283364629,3915.68629265972,0.049098745148463,0.048170107388623
0.9152,3E10_GFP,STIM,5,3,24,5,1,2022-06-09,2559.92291952437,FALSE,cl028,MyD88-GFP,CONTROL,,salmon,3,34.3113211824363,2525.61159834194,3915.68629265972,0.6449984522704,0.646117579827131
0.0817,3E10_GFP,UNSTIM,5,3,24,5,1,2022-06-09,228.524587549324,FALSE,cl028,MyD88-GFP,CONTROL,,salmon,3,34.3113211824363,194.213266366888,3915.68629265972,0.0495987808652999,0.0451460818629902
0.0107,204_TRIPLE_KO,STIM,5,3,24,5,1,2022-06-09,29.9291687488099,FALSE,cl204,tKO_EL4,CONTROL,,#37aabd,4,34.3113211824363,-4.38215243362637,3915.68629265972,0,0
0.0138,204_TRIPLE_KO,UNSTIM,5,3,24,5,1,2022-06-09,38.6002363302408,FALSE,cl204,tKO_EL4,CONTROL,,#37aabd,4,34.3113211824363,4.28891514780453,3915.68629265972,0.00109531633211896,0.000754022112690589
0.0761,170_MYD88_KO,STIM,5,3,24,5,1,2022-06-09,212.860723531255,FALSE,cl170,MYD88_KO,CONTROL,,#37aabd,4,34.3113211824363,178.549402348819,3915.68629265972,0.0455984951306046,0.0436221634878682
0.0708,170_MYD88_KO,UNSTIM,5,3,24,5,1,2022-06-09,198.035995085583,FALSE,cl170,MYD88_KO,CONTROL,,#37aabd,4,34.3113211824363,163.724673903147,3915.68629265972,0.0418125104174108,0.0451222706383789
