MEASUREMENT,CELL_LINE,CONDITION,DILUTION,STIM_DAY,STIM_TIME,STIM_CONCENTRATION,Plate,Date,Concentration,Is_Dose_Response,CL_NUMBER,CL_NAME_ON_PLOT,PURPOSE,INFO,PLOTTING_COLOR,ORDER_NO,baseline_control_value,Concentration_REDUCED,control_mean_MEASUREMENT,Concentration_NORMALIZED,triplicate_mean_per_day
0.1003,10xTA,STIM,2,1,48,100,1,2024-02-12,132.309663122266,FALSE,cl408,CHARMS-10xTA,SAMPLE,,#A6529A,23,28.0097226350559,104.29994048721,5530.18335379232,0.0188601234018192,0.0155524457731696
0.0999,10xTA,UNSTIM,2,1,48,100,1,2024-02-12,131.782007436833,FALSE,cl408,CHARMS-10xTA,SAMPLE,,gray50,23,28.0097226350559,103.772284801777,5530.18335379232,0.0187647096240697,0.0171824311430571
0.082,12xTA,STIM,2,1,48,100,1,2024-02-12,108.169415513717,FALSE,cl406,CHARMS-12xTA,SAMPLE,,#A6529A,24,28.0097226350559,80.1596928786607,5530.18335379232,0.0144949430697793,0.0115450671076904
0.0593,12xTA,UNSTIM,2,1,48,100,1,2024-02-12,78.2249553654073,FALSE,cl406,CHARMS-12xTA,SAMPLE,,gray50,24,28.0097226350559,50.2152327303514,5530.18335379232,0.00908021118249475,0.00846797277526875
0.239,15xTA,STIM,2,1,48,100,1,2024-02-12,315.274272046076,FALSE,cl407,CHARMS-15xTA,SAMPLE,,#A6529A,25,28.0097226350559,287.264549411021,5530.18335379232,0.0519448508364608,0.046196170727053
0.0455,15xTA,UNSTIM,2,1,48,100,1,2024-02-12,60.0208342179769,FALSE,cl407,CHARMS-15xTA,SAMPLE,,gray50,25,28.0097226350559,32.011111582921,5530.18335379232,0.00578843585013676,0.00865084918262197
0.0689,BASS1_66306,STIM,2,1,48,100,1,2024-02-12,90.8886918157936,FALSE,cl409,CHARMS-BASS1_66306,SAMPLE,,#A6529A,26,28.0097226350559,62.8789691807377,5530.18335379232,0.0113701418484829,0.0101536161821767
0.05,BASS1_66306,UNSTIM,2,1,48,100,1,2024-02-12,65.9569606790955,FALSE,cl409,CHARMS-BASS1_66306,SAMPLE,,gray50,26,28.0097226350559,37.9472380440396,5530.18335379232,0.00686184084981872,0.00946186629349278
0.071,BASS1_66307,STIM,2,1,48,100,1,2024-02-12,93.6588841643156,FALSE,cl410,CHARMS-BASS1_66307,SAMPLE,,#A6529A,27,28.0097226350559,65.6491615292597,5530.18335379232,0.0118710641816678,0.00914382036766109
0.0541,BASS1_66307,UNSTIM,2,1,48,100,1,2024-02-12,71.3654314547813,FALSE,cl410,CHARMS-BASS1_66307,SAMPLE,,gray50,27,28.0097226350559,43.3557088197254,5530.18335379232,0.00783983207175116,0.00923128299726481
0.9429,Cl69,STIM,10,1,48,100,1,2024-02-12,6219.08182243191,FALSE,cl069,cl069,CONTROL,,salmon,2,28.0097226350559,6191.07209979686,5530.18335379232,1.11950575663126,1
0.0282,Cl69,UNSTIM,10,1,48,100,1,2024-02-12,185.998629115049,FALSE,cl069,cl069,CONTROL,,gray50,2,28.0097226350559,157.988906479993,5530.18335379232,0.0285684752878316,0.0269782456586731
0.0263,Cl204,STIM,2,1,48,100,1,2024-02-12,34.6933613172042,FALSE,cl204,tKO_EL4,CONTROL,,#37aabd,4,28.0097226350559,6.68363868214834,5530.18335379232,0.00120857451816042,0.000930284333057693
0.0205,Cl204,UNSTIM,2,1,48,100,1,2024-02-12,27.0423538784292,FALSE,cl204,tKO_EL4,CONTROL,,gray50,4,28.0097226350559,-0.967368756626733,5530.18335379232,0,0.000243835209804296
