MEASUREMENT,CELL_LINE,CONDITION,DILUTION,STIM_DAY,STIM_TIME,STIM_CONCENTRATION,Plate,Date,Concentration,Is_Dose_Response,CL_NUMBER,CL_NAME_ON_PLOT,PURPOSE,INFO,PLOTTING_COLOR,ORDER_NO,baseline_control_value,Concentration_REDUCED,control_mean_MEASUREMENT,Concentration_NORMALIZED,triplicate_mean_per_day
0.0081,cl204,STIM,10,1,24,5,3,2024-01-31,47.8565901215622,FALSE,cl204,tKO_EL4,CONTROL,,#37aabd,4,30.5258085137537,17.3307816078085,2740.8237231349,0.0063232018394769,0.0104189121218653
0.0127,cl204,STIM,10,1,24,5,3,2024-01-31,75.0344067338074,FALSE,cl204,tKO_EL4,CONTROL,,#37aabd,4,30.5258085137537,44.5085982200537,2740.8237231349,0.0162391319968384,0.0104189121218653
0.0092,cl204,STIM,10,1,24,5,3,2024-01-31,54.3556332244904,FALSE,cl204,tKO_EL4,CONTROL,,#37aabd,4,30.5258085137537,23.8298247107367,2740.8237231349,0.00869440252928074,0.0104189121218653
0.0057,cl204,UNSTIM,10,1,24,5,3,2024-01-31,33.6768597151734,FALSE,cl204,tKO_EL4,CONTROL,,#37aabd,4,30.5258085137537,3.15105120141973,2740.8237231349,0.00114967306172307,0.000383224353907691
0.0049,cl204,UNSTIM,10,1,24,5,3,2024-01-31,28.9502829130438,FALSE,cl204,tKO_EL4,CONTROL,,#37aabd,4,30.5258085137537,-1.57552560070987,2740.8237231349,0,0.000383224353907691
0.0049,cl204,UNSTIM,10,1,24,5,3,2024-01-31,28.9502829130438,FALSE,cl204,tKO_EL4,CONTROL,,#37aabd,4,30.5258085137537,-1.57552560070987,2740.8237231349,0,0.000383224353907691
0.0071,EDLD_1,STIM,10,1,24,5,3,2024-01-31,41.9483691189002,FALSE,cl375,CHARMS-EDLD_1,SAMPLE,,#A6529A,46,30.5258085137537,11.4225606051465,2740.8237231349,0.00416756484874614,0.0160235682977653
0.0083,EDLD_1,STIM,10,1,24,5,3,2024-01-31,49.0382343220946,FALSE,cl375,CHARMS-EDLD_1,SAMPLE,,#A6529A,46,30.5258085137537,18.5124258083409,2740.8237231349,0.00675432923762305,0.0160235682977653
0.0224,EDLD_1,STIM,10,1,24,5,3,2024-01-31,132.344150459629,FALSE,cl375,CHARMS-EDLD_1,SAMPLE,,#A6529A,46,30.5258085137537,101.818341945875,2740.8237231349,0.0371488108069268,0.0160235682977653
0.0078,EDLD_1,UNSTIM,10,1,24,5,3,2024-01-31,46.0841238207636,FALSE,cl375,CHARMS-EDLD_1,SAMPLE,,#A6529A,46,30.5258085137537,15.5583153070099,2740.8237231349,0.00567651074225767,0.00696989293669613
