STIM,STIM,STIM,UNSTIM,UNSTIM,UNSTIM,NA,NA,NA,NA,NA,NA
STIM,STIM,STIM,UNSTIM,UNSTIM,UNSTIM,NA,NA,NA,NA,NA,NA
STIM,STIM,STIM,UNSTIM,UNSTIM,UNSTIM,NA,NA,NA,NA,NA,NA
STIM,STIM,STIM,UNSTIM,UNSTIM,UNSTIM,NA,NA,NA,NA,NA,NA
STIM,STIM,STIM,UNSTIM,UNSTIM,UNSTIM,CALIBRATION,CALIBRATION,CALIBRATION,CALIBRATION,CALIBRATION,CALIBRATION
STIM,STIM,STIM,UNSTIM,UNSTIM,UNSTIM,CALIBRATION,CALIBRATION,CALIBRATION,CALIBRATION,CALIBRATION,CALIBRATION
STIM,STIM,STIM,UNSTIM,UNSTIM,UNSTIM,NA,NA,NA,NA,CALIBRATION,CALIBRATION
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
