NA,NA,NA,NA,NA,NA,cl069,cl069,cl069,cl069,cl069,cl069
NA,NA,NA,NA,NA,NA,cl204,cl204,cl204,cl204,cl204,cl204
NA,NA,NA,NA,NA,NA,EDLD_1,EDLD_1,EDLD_1,EDLD_1,EDLD_1,EDLD_1
NA,NA,NA,NA,NA,NA,EDLD_3,EDLD_3,EDLD_3,EDLD_3,EDLD_3,EDLD_3
NA,NA,NA,NA,NA,NA,"1,000","1,000",250,250,63,63
NA,NA,NA,NA,NA,NA,500,500,125,125,31,31
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,16,16
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,BLANK
